,image_file_name,pixel_matrix,label
10,1_0,"[255 255 255 255 255 255 255 248 243 254 252 246 226 245 246 240 246 255
 232 255 245 252 255 239 253 249 255 227 249 255 236 216 255 243 251 249
 230 251 254 255 255 248 252 212 242 244 249 248 247 239 252 255 255 255
 243 248 249 251 247 255 253 251 239 230 247 238 220 249 255 255 251 252
 250 253 254 238 234 225 218 255 229 205 237 255 255 247 245 234 230 251
 241 255 242 239 250 246 249 241 243 255 250 222 233 255 255 249 248 255
 200  31  91 255 252 243 244 251 252 244 255 255 249 252 251 247 255 248
 231 149  61  87  57 255 248 253 251 246 255 255 242 209 253 246 243 255
 246 237 250 226 228 180  43 255 252 255 248 223 221 238 255 254 242 255
 253 254 244 242 255 249 255 200  12 255 243 255 252 233 236 234 255 253
 253 249 240 255 245 247 238 252 244 230  28 255 255 249 255 239 255 251
 254 245 201 223 254 246 243 249 239 255 207 255  33 238 255 251 254 235
 255 255 255 254 232 255 255 239 255 254 255 255 247 255  43 213 255 255
 246 242 226 243 230 249 255 244 250 249 252 255 232 228 250 255  48 187
 255 242 245 239 228 240 251 255 254 228 242 243 242 255 225 238 255 255
 236 255 232 212 249 245 248 255 234 238 217 225 243 242 237 248 246 229
 228 243 247 255 215 227 249 242 255 247 242 251 255 246 241 219 235 244
 238 252 246 251 255 254 255 255 245 246 255 251 255 255 255 244 254 255
 255 244 241 255 251 239 249 254 253 255 254 252 255 233 211 225 255 245
 228 253 254 234 255 246 246 245 232 249 255 255 252 246 238 237 243 229
 255 253 248 235 232 243 254 232 233 247 255 255 251 247 254 255 244 237
 255 242 255 248 223 255 221 255 254 247 250 254 254 255 255 237 255 255
 255 255 255 255]",1
11,1_1,"[255 250 240 251 246 236 248 249 243 255 237 251 255 249 228 255 255 255
 255 255 255 221 254 255 224 222 238 240 239 254 237 242 255 252 215 242
 238 255 215 251 255 237 246 255 221 249 247 236 252 255 252 236 251 250
 226 239 255 254 251 247 255 255 244 221 255 255 248 216 239 255 243 245
 255 254 255 255 252 247 255 253 255 254 255 240 236 251 255 252 240 255
 249 235 251 255 255 255 251 255 255 255 255 254 253 252 244 255 224 162
 220 255 255 240 228 254 249 238 245 255 255 255 250 243 249 250 255 161
  91   0 115 255 255 255 246 247 219 217 255 247 236 251 235 251 255 254
 255 130 183  44 177 255 237 236 255 241 217 211 237 255 232 230 255 255
 255 255 255 229 255  28 206 255 225 249 219 238 251 223 235 255 239 246
 251 252 251 254 255 252 230   0 241 253 253 255 232 254 255 224 245 255
 231 244 237 238 255 254 255 255 237  19 255 237 255 253 255 254 251 253
 253 255 233 255 245 226 230 255 255 250 172  35 248 251 245 255 255 253
 244 235 244 250 212 230 242 234 255 249 244 255 109  47 255 254 255 255
 255 252 249 255 237 220 250 249 252 249 249 253 251 255 181 137 255 244
 240 252 254 255 252 241 229 245 255 250 248 243 249 255 255 235 255 255
 243 255 253 255 246 249 249 242 255 252 237 228 249 255 248 218 232 230
 219 248 255 254 254 230 238 251 255 235 243 251 248 255 221 249 255 246
 225 249 247 255 255 217 246 246 255 255 254 252 255 254 255 255 249 254
 240 253 220 251 254 246 247 246 254 255 236 253 255 235 251 254 220 255
 255 251 236 254 244 252 253 231 255 255 255 255 239 255 255 255 238 255
 249 255 255 255 255 255 255 255 255 255 231 217 254 235 255 254 255 250
 229 255 239 255]",1
12,1_2,"[255 255 255 255 255 255 253 235 243 255 251 247 242 255 247 248 237 252
 246 255 254 250 255 246 255 255 255 248 247 248 233 225 226 252 255 242
 251 245 253 255 238 215 250 242 245 248 235 253 230 249 255 246 255 255
 249 237 255 229 246 255 253 240 248 244 236 254 213 246 251 216 235 255
 253 255 249 250 255 255 240 255 255 255 255 225 241 255 255 229 230 224
 241 254 248 245 255 255 226 216 233 255 248 249 234 253 218 100 164 255
 249 255 235 226 246 253 242 229 236 251 250 245 250 224 218 217 107   0
  85 255 252 254 249 240 239 255 246 229 255 255 249 255 242 247 245 202
 120 134  56 255 216 231 253 237 255 252 241 255 253 243 255 255 254 255
 251 235 255 221  37 255 236 254 246 245 246 254 241 255 243 240 240 255
 236 254 238 255 255 236  47 255 253 254 238 232 231 251 255 255 250 253
 254 255 254 254 246 247 255 255  25 238 255 255 255 255 210 232 248 223
 250 255 249 253 255 249 236 236 249 255   5 196 254 255 254 255 254 242
 252 186 220 238 255 230 228 231 244 255 244 255  26 179 255 242 249 253
 254 255 254 217 222 245 255 247 253 255 219 235 252 255 190 211 204 236
 240 242 255 255 243 226 238 255 255 251 247 251 255 245 250 247 255 255
 221 235 251 247 250 254 250 234 249 255 254 255 255 255 242 234 252 252
 255 245 239 247 228 245 255 250 231 241 251 240 246 255 255 255 236 224
 255 241 255 245 247 244 255 251 252 248 230 245 245 252 254 255 255 255
 233 200 231 255 253 227 219 255 243 225 242 255 255 250 250 255 254 241
 255 255 255 240 213 254 249 248 239 250 255 253 231 247 255 250 255 254
 239 245 255 254 251 255 255 249 227 250 255 255 224 247 255 239 253 255
 255 255 255 255]",1
13,1_3,"[255 255 255 232 249 251 254 243 253 255 254 255 250 255 255 255 255 255
 255 255 255 254 243 251 248 255 242 244 252 255 244 245 238 239 241 248
 254 250 253 255 255 253 254 255 250 237 250 255 238 249 230 239 221 247
 249 241 255 249 215 223 255 239 255 253 241 235 254 241 230 230 255 250
 249 250 220 240 253 227 255 250 255 236 233 249 253 232 219 243 255 255
 255 255 255 246 222 239 251 254 240 248 233 247 244 243 255 236 220 252
 255 254 255 255 255 252 255 245 230 255 255 250 255 247 245 243 255 245
 238 229 245 238 247 239 246 240 231 244 248 255 254 254 255 255 254 252
 254 246 255 246 215 235 255 223 240 254 214 224 237 247 255 255 254 255
 255 255 255 255 186 161 252 240 253 250 251 255 240 247 255 222 247 246
 252 254 246 245 235  90  52   0 235 238 224 253 255 246 247 244 253 255
 233 249 252 254 253 253 228 120 173  24 245 255 253 255 255 250 235 255
 249 247 254 255 239 252 232 247 255 255 210  25 255 237 255 249 244 240
 255 250 217 216 255 246 248 255 252 255 244 253 160  52 255 243 255 239
 229 248 255 248 227 232 242 255 247 253 227 238 250 255 113  69 255 237
 255 244 232 255 255 255 255 254 255 255 249 252 250 249 255 255  74 118
 255 255 255 243 244 242 249 255 242 224 241 250 246 251 255 255 240 255
  34 160 255 243 250 253 255 247 239 253 255 242 230 255 252 243 254 248
 244 255 114 220 241 234 253 255 255 255 243 246 255 255 253 255 252 240
 254 252 251 254 255 253 235 240 229 252 255 255 255 245 254 244 245 255
 249 245 255 255 251 253 230 245 255 255 252 255 254 242 243 255 255 245
 255 255 255 255 255 255 255 252 246 255 243 231 246 244 252 223 231 255
 252 252 230 255]",1
14,1_4,"[255 255 255 255 255 255 251 251 250 254 247 250 250 243 251 255 254 253
 255 255 255 248 255 255 230 237 255 251 255 254 255 255 252 248 250 255
 253 249 239 255 244 255 255 255 247 243 255 255 250 233 245 255 255 255
 254 251 245 252 248 255 236 243 243 236 255 255 255 250 226 244 228 253
 253 229 255 231 237 249 255 255 254 240 233 255 254 251 229 254 249 255
 238 254 255 247 254 255 248 255 254 255 250 234 233 239 253 247 226 253
 255 254 217 251 253 237 253 230 244 255 255 255 249 243 245 230 248 246
 248 255 182  10 136 255 255 249 237 240 255 250 244 250 233 248 255 254
 255 250 255 189  97  78 110 255 250 255 249 255 252 243 250 255 230 242
 249 248 236 255 252 197 189 170  46 255 246 255 254 253 238 233 241 230
 246 255 253 252 232 255 241 237 255 234  42 250 254 255 255 252 255 251
 215 243 255 245 255 215 255 252 251 255 235 246  29 230 255 245 247 254
 250 255 231 235 255 247 255 237 254 248 243 252 239 255  48 177 255 248
 255 253 221 234 243 246 244 254 255 255 254 254 251 254 249 255 110 136
 255 255 236 231 255 241 239 249 227 234 246 249 246 248 247 255 251 255
 145 104 255 255 226 207 234 255 255 252 255 240 247 255 251 253 245 242
 255 255 255 255 208 255 249 249 255 249 246 250 255 240 254 227 231 255
 246 242 255 255 255 244 239 249 246 255 255 240 242 241 255 241 255 244
 232 253 255 251 246 227 255 209 230 244 250 253 254 255 254 243 255 255
 255 255 222 242 252 249 236 245 231 253 237 221 242 255 250 246 255 236
 255 255 248 255 224 231 237 247 242 234 251 255 255 223 229 234 226 245
 255 255 255 255 229 250 240 237 246 235 237 247 253 255 238 210 255 255
 255 255 255 255]",1
15,1_5,"[255 250 245 239 242 255 244 238 241 234 255 255 236 228 254 247 255 255
 255 255 255 244 245 215 232 255 244 223 240 255 249 251 253 252 252 241
 242 253 255 243 204 236 240 229 251 249 248 255 255 252 229 239 248 248
 255 251 240 243 255 251 229 249 248 217 238 255 255 251 255 255 250 252
 253 254 255 255 241 232 238 231 255 255 246 228 255 226 188 237 255 255
 220 237 255 249 244 250 244 243 241 225 226 233 245 255 205 105   0 177
 255 254 254 255 255 254 242 248 248 255 254 255 236 239 242 255  93 170
   4 195 255 253 247 217 246 255 254 254 254 241 238 252 245 254 217 250
 235 255   9 212 255 247 254 253 255 255 239 252 255 243 245 252 247 226
 233 253 255 255   7 228 248 255 224 229 246 254 248 253 255 255 231 245
 255 237 255 253 254 255  28 230 255 235 235 252 253 253 255 255 247 232
 232 248 255 255 255 246 255 243  28 255 252 255 236 246 255 254 237 255
 241 231 255 255 246 255 247 252 255 218   0 255 230 255 249 247 254 255
 246 236 239 234 246 247 247 255 244 242 255 227  88 255 255 252 238 238
 212 250 254 245 246 225 246 241 244 255 244 232 252 245 255 239 225 255
 242 254 248 253 255 255 251 224 255 252 252 253 249 255 242 225 246 214
 255 249 240 254 246 255 255 249 234 232 247 255 240 255 252 255 253 251
 255 255 243 249 252 245 239 222 214 222 231 253 240 242 244 251 250 255
 255 255 248 246 253 255 255 239 229 242 229 244 250 252 237 222 244 255
 255 252 244 254 230 225 255 249 232 238 255 249 250 255 255 250 242 248
 242 253 254 247 232 239 255 255 250 240 234 246 255 255 236 224 238 255
 255 255 255 255 248 251 255 255 254 254 255 255 254 254 254 255 247 241
 230 235 242 255]",1
16,1_6,"[255 255 255 255 255 250 245 255 253 228 252 255 254 249 253 235 253 250
 255 255 251 238 251 255 255 254 255 191 252 255 242 253 254 255 249 246
 255 255 228 255 254 255 247 255 222 250 255 243 225 247 243 251 255 255
 234 237 216 246 252 255 247 243 253 255 225 236 253 244 248 231 237 253
 255 253 244 234 239 254 255 255 255 254 254 253 254 248 255 248 247 255
 240 245 253 243 241 241 237 248 255 255 244 255 254 255 249 242 248 217
 221 225 222 253 251 248 243 244 240 255 255 255 248 251 247 252 247 253
 248 250 240 234 255 255 253 246 255 248 243 250 240 255 255 248 240 244
 239 255 255 247 210 216 236 255 238 238 255 255 251 255 247 220 255 252
 249 243 255 255 255 255 255 248 240 244 227 240 228 228 246 239 252 209
 247 235 255 255 251 242 255  99  51 255 221 255 255 233 231 238 251 244
 254 223 215 255 242 254 255 242  96  79   0 241 255 250 251 255 236 255
 255 255 255 255 253 254 245 253 255 255 139 231   8 211 255 238 244 251
 240 252 255 219 243 250 253 253 254 255 247 251 255 255  39 136 255 240
 248 245 255 255 255 229 245 249 255 243 243 253 234 238 255 255  47 144
 255 232 236 251 245 245 255 245 249 243 237 248 255 244 243 243 246 255
 107 122 255 245 234 250 246 246 254 237 234 252 255 240 252 229 236 255
 252 255 129  71 255 229 227 232 255 255 255 247 242 255 255 238 251 225
 227 254 253 245 137  34 255 250 250 239 254 244 255 240 248 250 255 244
 248 255 255 242 238 246 234 226 255 255 250 255 243 228 220 242 222 242
 255 241 245 247 252 235 218 255 255 253 255 253 236 254 229 230 226 253
 250 254 255 252 249 227 251 239 226 254 255 254 254 254 255 255 229 255
 255 255 255 255]",1
17,1_7,"[255 255 255 247 229 252 243 249 248 237 239 254 251 248 255 255 255 255
 255 255 255 255 255 245 240 241 242 239 248 253 255 232 245 255 255 238
 244 255 237 242 255 244 242 254 255 213 251 241 249 243 253 253 245 244
 248 251 252 252 249 255 255 238 206 246 255 244 255 255 240 233 238 254
 238 235 228 254 240 253 255 242 255 234 213 229 255 255 250 246 255 247
 251 230 255 248 236 255 251 255 255 247 255 228 255 255 249 245 252 245
 255 243 218 227 247 255 255 255 255 246 225 255 255 255 255 244 246 248
 255 245 248 247 234 245 255 253 249 253 255 247 237 255 253 244 252 254
 255 252 255 255 243 255 255 245 245 245 247 247 250 252 252 255 253 215
 248 255 244 255 181 156 239 234 232 252 223 246 248 254 253 255 254 249
 255 229 241 250 255 107  90   0 239 255 250 255 239 253 238 247 224 245
 239 250 231 235 224 255 241 155 192  42 255 253 254 255 255 255 250 250
 249 253 251 236 232 234 230 241 254 255 203  84 255 237 255 253 253 235
 235 255 255 253 242 234 252 255 255 254 255 255 129  85 255 252 255 248
 241 239 254 251 250 253 253 255 246 249 250 255 255 255  72 111 255 243
 255 244 246 254 248 236 240 255 244 242 255 251 241 251 255 255  50 156
 255 250 252 253 251 245 252 253 252 221 228 255 248 229 238 253 255 255
   0 223 241 245 255 255 250 254 253 242 250 249 239 255 225 255 255 252
 217 232 100 255 253 255 233 228 236 248 245 248 254 253 249 255 223 255
 255 252 238 250 255 250 252 252 254 249 241 217 255 245 255 249 248 255
 231 255 255 235 223 255 248 233 244 249 218 233 245 210 255 253 249 252
 249 255 255 255 255 255 255 255 232 238 246 240 248 245 252 244 251 246
 237 225 255 255]",1
18,1_8,"[255 255 255 255 255 255 255 254 255 250 242 251 250 237 245 253 254 252
 239 255 255 255 249 231 250 248 213 255 254 255 253 237 255 251 229 255
 255 247 225 255 255 251 254 255 255 253 231 214 255 245 254 255 238 255
 241 243 234 253 252 255 247 254 248 233 245 255 236 239 255 254 253 243
 229 251 255 245 239 255 224 255 250 255 255 225 228 255 255 240 229 250
 255 218 237 252 251 254 255 255 237 255 253 255 245 255 255 210 126 199
 255 227 235 255 239 246 250 231 224 244 255 255 255 219 223 255 229 109
  12 118 255 225 247 244 233 249 255 249 248 240 240 255 255 247 246 255
 169 109 118  64 255 248 255 250 240 246 251 255 255 236 228 255 253 234
 223 255 248 254 195  35 255 255 255 253 252 255 252 255 249 220 255 254
 255 253 245 252 253 248 211   9 251 241 255 255 247 251 253 255 255 242
 241 255 236 231 254 234 252 231 249   8 237 241 251 253 237 250 236 255
 227 251 249 249 241 233 252 255 252 249 255  19 202 255 255 240 251 255
 248 253 250 255 242 240 253 255 242 252 237 242 255  17 150 255 249 243
 235 252 250 250 255 255 251 251 255 237 243 254 237 228 255 193 218 245
 255 231 229 254 252 246 247 255 234 232 255 245 224 233 245 234 249 255
 237 238 255 248 251 253 249 255 252 255 254 255 255 255 243 239 255 244
 253 255 245 213 236 250 242 253 244 255 255 246 231 255 255 248 228 226
 255 242 227 232 209 227 240 235 255 254 254 254 249 253 230 251 255 231
 255 255 254 233 215 240 238 248 243 254 253 255 243 255 255 242 251 232
 255 228 212 250 253 242 255 255 255 255 249 233 237 254 245 246 246 252
 255 227 255 219 244 255 235 253 247 244 220 244 247 242 229 246 255 255
 255 255 255 255]",1
19,1_9,"[240 239 255 255 252 251 255 255 253 254 249 246 251 255 250 250 237 235
 240 220 253 249 251 254 246 251 246 236 255 247 231 223 222 248 255 255
 240 228 251 250 243 238 255 248 232 242 248 253 255 255 255 251 246 248
 242 249 245 235 255 255 238 230 254 243 248 247 255 255 252 237 233 255
 246 232 241 232 255 248 252 245 254 247 246 255 255 253 232 235 255 242
 221 255 255 243 212 255 246 230 250 230 254 246 230 231 229 231 254 252
 255 255 255 254 255 242 214 249 251 238 251 218 255 248 243 241 221 233
 255 254 242 223 255 252 239 241 255 235 255 251 248 230 251 255 255 252
 248 251 255 255 255 253 247 240 220 233 255 255 245 229 251 244 252 255
 240 225 255 255 254 232 110  15 255 220 248 232 255 254 241 240 254 247
 253 245 248 243 253 210 251  33  94  37 255 230 237 252 253 251 255 255
 247 239 235 247 255 255 241 242 245 205 247  36 215 231 232 252 252 243
 250 254 251 236 242 255 243 228 250 255 252 255 255   2 230 255 255 241
 248 250 246 255 255 250 255 255 242 243 244 254 255 255 255  66 224 255
 253 254 232 228 252 240 245 244 226 252 254 251 253 252 242 244 255  37
 209 255 246 227 252 224 216 222 239 253 239 247 254 255 242 224 212 212
 255  50 198 255 255 247 252 255 212 247 255 253 243 241 251 255 249 250
 248 246 255  65 195 239 237 231 247 255 255 255 253 255 243 244 251 254
 255 230 245 248 247 249 250 252 242 228 246 248 245 253 255 248 244 249
 255 255 253 241 250 254 255 249 253 246 255 234 240 238 222 243 245 238
 242 252 255 255 250 251 255 255 240 234 252 250 255 225 235 253 234 246
 236 245 255 247 247 255 254 254 255 255 253 255 242 240 255 237 247 218
 222 255 255 255]",1
20,2_0,"[235 202 236 247 254 252 253 223 247 235 236 233 254 255 223 226 240 233
 214 253 255 242 255 224 253 254 255 239 254 255 240 254 249 254 255 231
 254 254 253 254 255 248 233 245 255 240 250 210 253 254 255 254 255 249
 241 250 226 238 254 255 253 251 255 246 250 255 254 255 255 219 238 255
 235 254 255 228 229 244 248 254 218 251 255 251 225 254 227 254 240 223
 254 245 245 255 255 252 254 255 230 254 230 254 254 254 243 254 255 254
 253 255 233 253 255 236 254 255 249 255 245 252 220 253 254 240 254 255
 254 255 250 225 254 255 227 244 252 255 250 243 245 229 255 240 254 250
 251 255 221 251 233 254 255 255 253 238 229 215 233 254 254 234 229 237
 254 255 253 253 252 252 254 254 255 255 223 242 239 244 254 255 255 226
 246 238 237 254 247 177  79  63 189 254 238 243 254 237 254 254 246 230
 216 225 249 245 246 254 212  15 253 174  53 236 254 239 255 254 255 254
 240 235 253 253 255 255 252 254 212 164 220 245  39 255 255 254 244 255
 255 255 225 255 250 255 254 249 254 254 252 255 249 179 119 255 216 255
 254 254 240 225 232 230 255 254 255 255 248 235 242 254 200  60 238 237
 243 255 255 254 222 254 254 253 222 255 254 254 246 255 250 245  20 226
 247 254 236 232 215 253 237 247 255 254 242 233 232 242 254 255 247  25
 175 254 251 254 226 243 248 218 255 246 255 246 230 219 255 227 231 252
 154  12  85  55  79 255 215 230 246 255 254 235 255 236 254 254 254 254
 255 235 252 255 244 251 251 253 248 242 254 227 247 246 255 254 254 239
 248 250 255 253 254 254 253 203 241 252 237 254 216 255 255 254 254 254
 254 228 255 255 255 254 231 255 239 229 255 247 253 255 253 240 236 255
 254 253 245 250]",2
21,2_1,"[255 255 255 255 245 230 231 250 255 253 254 255 254 255 252 250 255 238
 236 255 244 236 246 255 227 225 245 246 243 248 243 231 248 255 237 242
 254 246 245 254 247 229 243 250 254 249 233 235 209 234 242 226 249 255
 248 255 246 247 225 233 255 255 245 242 235 253 241 240 255 238 243 235
 237 244 255 243 240 250 240 223 247 253 242 247 244 251 250 240 254 227
 243 251 253 240 244 228 222 253 255 216 249 249 255 255 251 255 255 255
 248 243 248 248 255 217 234 246 243 236 246 239 253 255 255 255 246 249
 254 255 255 252 254 254 255 247 251 255 251 245 237 255 253 255 247 255
 242 174 178 240 250 223 250 255 238 253 255 254 255 255 235 251 255 245
 244 249 135 102  62 139 248 255 254 255 241 254 255 255 236 253 255 254
 243 243 255 200  94 255 250  24 249 235 216 255 251 250 248 224 238 238
 253 255 245 255 251 216 194 253 206   8 255 255 228 209 255 253 255 230
 253 243 253 244 255 254 251 254 246 217 104 100 255 255 254 240 244 253
 230 254 255 255 255 221 240 253 242 243 233 126  98 250 255 238 218 243
 239 255 246 255 246 243 244 238 238 252 247 255 168  72 255 255 253 255
 250 236 249 223 255 254 251 247 228 255 252 255 253 150  23 172 222 231
 245 248 231 255 230 230 255 255 249 226 246 255 254 255 238 137  62  85
  60 136 251 242 239 219 248 253 255 253 242 237 255 254 255 253 255 255
 255 251 255 255 252 255 255 247 248 255 255 243 229 252 252 255 255 255
 246 247 249 242 255 255 252 243 247 249 245 255 255 252 244 251 255 255
 247 254 239 232 255 255 247 245 251 251 239 248 244 246 253 244 254 255
 240 231 255 246 254 240 250 241 214 240 255 243 248 255 244 237 253 234
 239 255 238 255]",2
22,2_2,"[255 255 248 228 255 250 255 255 247 225 255 254 255 254 251 255 255 255
 255 255 255 220 234 240 255 245 245 249 253 255 255 244 224 255 253 254
 255 255 252 242 255 226 247 255 242 236 234 242 246 245 246 222 237 255
 255 247 237 246 240 249 255 237 240 255 238 244 255 255 254 251 251 252
 255 246 228 232 243 242 238 255 255 249 249 255 255 242 243 249 238 248
 255 255 255 251 236 249 249 241 255 246 254 255 255 255 244 217 231 247
 254 255 245 249 255 254 254 255 240 230 240 254 255 249 255 246 222 253
 255 235 249 237 255 255 255 255 255 241 250 255 246 242 255 235 251 248
 246 249 254 255 202  58   0 144 232 243 240 240 247 250 255 231 255 249
 255 241 254 249 249 248  70 242 231  15 220 253 245 255 250 247 250 255
 255 251 255 224 232 247 250 225 199 252 255  24 228 255 255 232 254 255
 248 251 255 255 255 244 224 245 249 251 255 246 122  90 255 252 246 236
 255 255 255 255 255 234 243 255 254 228 226 227 250 153  57 255 255 239
 251 255 255 254 245 251 224 244 249 251 237 207 253 255 186  39 199 255
 237 228 255 248 226 252 231 242 238 255 255 252 242 255 255 158  60 202
 255 255 234 243 249 228 195 247 255 255 252 247 233 240 248 255 240 129
  25  29  29 143 255 237 231 248 235 234 252 255 255 236 224 247 251 245
 246 255 255 247 238 235 255 236 242 255 237 239 254 246 246 242 251 255
 252 246 239 232 246 255 250 251 253 250 251 252 234 238 243 255 238 247
 255 255 248 251 255 255 255 248 222 240 255 253 253 246 255 247 250 255
 251 253 255 255 253 254 255 245 248 255 243 249 255 252 252 247 245 251
 238 255 255 255 255 255 245 253 255 208 212 245 255 250 254 255 236 247
 249 255 221 255]",2
23,2_3,"[255 255 255 255 255 255 245 239 255 231 218 251 248 240 221 210 255 247
 236 255 249 219 218 255 254 254 255 253 253 246 255 255 253 240 239 243
 252 237 246 255 245 255 251 239 255 247 218 241 248 254 239 250 254 244
 254 227 239 252 253 255 238 222 194 255 255 248 229 239 253 236 255 245
 227 248 255 253 255 232 252 255 246 249 253 255 255 232 249 255 255 240
 251 255 228 238 252 241 237 254 253 255 255 251 254 254 255 226 224 235
 224 233 253 236 252 255 255 255 254 255 245 255 249 255 243 246 255 254
 243 229 244 255 235 252 255 233 224 241 246 246 238 255 252 251 249 250
 242 255 255 245 138  23  75 184 255 237 222 238 245 249 241 252 251 255
 254 245 237 249 241 202  57 255 189   4 255 255 255 246 216 241 255 244
 239 255 255 255 255 245 225 208 182 252 232  39 255 254 240 253 240 238
 234 250 248 243 223 248 254 235 248 238 215 255 151 161 249 255 251 254
 254 255 233 252 255 227 248 255 249 235 245 255 248 255  71 209 255 241
 227 247 255 234 247 255 248 249 240 250 250 227 244 255 255 103 142 255
 255 229 229 253 255 255 255 251 250 246 246 255 255 243 246 255 220 131
 219 221 212 246 249 254 235 240 247 233 255 255 255 254 253 253 250 255
 106   0  62  75 168 255 253 255 254 251 235 238 255 239 231 241 243 247
 236 250 202 204 255 255 255 253 239 241 234 253 231 244 255 252 252 252
 255 251 253 255 255 255 255 255 251 254 245 244 252 233 255 236 255 241
 234 254 255 255 255 255 255 251 255 250 254 255 255 253 249 251 255 231
 255 247 249 255 254 244 245 254 255 255 231 236 253 248 250 255 238 245
 255 219 255 255 255 224 245 231 229 250 255 255 255 252 255 240 255 255
 255 255 255 255]",2
24,2_4,"[246 249 208 210 255 255 255 255 253 242 233 241 250 234 255 251 255 255
 249 231 232 255 248 250 255 250 236 249 251 231 244 220 255 255 248 233
 251 251 255 253 248 255 249 238 236 255 254 245 208 231 242 255 251 251
 255 251 225 242 255 249 255 253 248 249 225 255 255 254 253 254 254 253
 236 214 252 255 253 253 242 238 244 255 252 232 254 255 247 253 255 247
 203 242 244 231 231 255 254 237 234 251 249 235 234 229 255 234 254 244
 254 233 212 233 235 229 210 255 246 242 246 226 253 243 244 239 244 249
 244 255 255 253 240 236 255 255 255 249 224 255 254 255 255 254 255 235
 255 252 255 253 233 229 255 254 255 253 243 240 255 229 255 252 228 255
 237 248 247 247 223 255 255 230 254 224 255 252 255 249 254 232 242 246
 245 248 239 254 222 203  58  66 204 249 239 242 253 252 247 244 251 255
 230 250 255 253 253 255 251  83 235 211  57 252 255 245 236 224 230 254
 231 254 255 230 252 255 248 255 199 164 244 246  24 233 239 228 237 255
 228 254 238 254 253 243 251 250 255 246 237 248 255 199  54 228 243 255
 204 250 255 255 251 254 243 243 255 249 238 247 255 246 250  21 219 255
 255 255 221 248 255 249 225 250 236 239 234 245 240 255 233 255  97 185
 239 253 255 255 218 250 255 208 252 255 232 255 248 248 255 232 255 160
 150 224 250 254 254 254 255 255 254 255 253 255 236 245 255 255 235 225
 211  33   0  51  47 219 223 249 237 251 253 254 239 247 255 231 255 232
 244 251 247 232 208 212 227 251 255 252 235 253 238 240 243 228 250 247
 250 243 253 255 255 255 220 233 240 252 255 255 244 254 239 253 251 221
 247 255 242 240 251 255 242 235 243 253 254 255 247 252 228 246 255 255
 233 252 255 252]",2
25,2_5,"[240 255 253 230 255 250 255 249 255 255 255 255 254 254 250 230 243 243
 253 246 247 238 220 250 242 255 238 248 255 252 255 255 250 240 255 255
 255 255 240 214 255 253 249 255 246 213 255 245 250 253 243 252 231 255
 255 254 249 248 249 255 235 248 255 248 255 250 249 252 236 255 250 255
 253 249 254 255 250 212 217 239 244 220 255 254 254 249 255 251 222 255
 254 243 229 255 245 255 255 255 255 255 238 250 255 255 254 249 242 255
 254 255 255 255 255 253 251 255 253 253 254 249 232 255 255 255 255 254
 250 228 254 218 255 255 253 242 251 253 241 247 254 232 242 245 221 251
 253 253 244 255 233 230 226 253 233 243 233 239 255 255 253 248 247 209
 239 255 255 255 220  41  69 195 255 252 243 254 253 233 254 255 249 208
 254 233 253 229 230 228  28 246 226  37 255 235 253 237 238 255 255 248
 255 241 255 254 255 229 224 214 175 255 219  30 240 254 254 254 229 245
 252 215 249 234 255 244 246 250 251 251 251 255 153  69 226 226 255 226
 255 255 227 255 227 234 225 228 248 254 255 255 255 249   7 238 255 255
 254 255 250 255 243 254 255 255 235 241 253 255 255 241 237  88 188 252
 255 255 249 255 241 245 255 249 253 254 237 222 252 254 255 255 116 178
 253 255 253 255 243 251 240 201 248 221 243 255 225 249 255 241 253 180
  11  39  71  91 240 255 232 254 237 253 221 249 252 249 251 237 249 216
 231 237 238 244 250 253 254 253 255 255 218 250 255 223 248 233 255 239
 255 215 246 255 253 255 235 251 255 254 255 227 222 250 251 255 254 255
 227 250 246 249 252 231 243 223 248 255 255 225 222 255 227 236 225 244
 242 252 241 253 249 252 245 245 254 244 252 236 253 237 252 255 255 217
 249 255 227 245]",2
